ConsignDetailID,ConsignID,InvoiceNo,description,articleNo,article,weight,chargeWeight,rateType,rate,freight,InvoiceValue,GRNDate,GRNNo
391781,290005,NULL,AFCICOAL 32-M,250,2,NULL,10000,Fixed,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,
391782,290006,NULL,NULL,2,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,
391783,290007,NULL,SMART CUP HC,10,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,
391784,290007,NULL,MINI THERMOCOUPLE,20,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,
391785,290008,NULL,PAINT,20,25,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,
391786,290009,NULL,BLACK PAINTS,57,25,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,
391787,290010,NULL,INSULATING SLEEVE,100,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,
391788,290011,NULL,CLEANAL 6 & 75,20,2,NULL,1000,Fixed,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,
391789,290012,NULL,SLEEVE,86,72,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,
391790,290012,NULL,SLEEVE,15,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,
391791,290013,NULL,SLEEVE,38,72,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,
391792,290014,NULL,ISOMOL 7800,30,25,NULL,900,Fixed,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,
391793,290015,NULL,RHEOTEC 430,100,11,NULL,3150,Fixed,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,
391794,290015,NULL,RHEOTEC CAC (PLUS),6,11,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,
391795,290016,NULL,RHEOTEC CAC (PLUS),10,11,NULL,250,Fixed,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,
391796,290016,NULL,FEEDEX HD VSK 40/35,20,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,
391781,290005,NULL,AFCICOAL 32-M,250,2,NULL,10000,Fixed,NULL,NULL,NULL,NULL,NULL
391782,290006,NULL,NULL,2,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391783,290007,NULL,SMART CUP HC,10,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391784,290007,NULL,MINI THERMOCOUPLE,20,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391785,290008,NULL,PAINT,20,25,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391786,290009,NULL,BLACK PAINTS,57,25,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391787,290010,NULL,INSULATING SLEEVE,100,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391788,290011,NULL,CLEANAL 6 & 75,20,2,NULL,1000,Fixed,NULL,NULL,NULL,NULL,NULL
391789,290012,NULL,SLEEVE,86,72,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391790,290012,NULL,SLEEVE,15,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391791,290013,NULL,SLEEVE,38,72,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391792,290014,NULL,ISOMOL 7800,30,25,NULL,900,Fixed,NULL,NULL,NULL,NULL,NULL
391793,290015,NULL,RHEOTEC 430,100,11,NULL,3150,Fixed,NULL,NULL,NULL,NULL,NULL
391794,290015,NULL,RHEOTEC CAC (PLUS),6,11,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391795,290016,NULL,RHEOTEC CAC (PLUS),10,11,NULL,250,Fixed,NULL,NULL,NULL,NULL,NULL
391796,290016,NULL,FEEDEX HD VSK 40/35,20,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391797,290016,NULL,FEEDEX HD VSK 97/34,28,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391798,290016,NULL,FEEDEX HD VSK 134/34 MH,41,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391799,290016,NULL,FEEDEX HD VS 16,7,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391800,290017,NULL,SLAX 30,20,2,NULL,500,Fixed,NULL,NULL,NULL,NULL,NULL
391801,290018,NULL,FEEDEX HD V 8 L,17,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391802,290019,NULL,KALMIN 100 PLUS KSP 5/11K,67,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391803,290020,NULL,ISOMOL 380 FLO,14,25,NULL,1490,Fixed,NULL,NULL,NULL,NULL,NULL
391804,290020,NULL,ECOLOTEC 750,4,29,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391805,290020,NULL,KALMINEX 2000 PLUS 140X150,31,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391806,290020,NULL,KALMINEX 2000 PLUS 70X100,4,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391807,290020,NULL,KALMINEX 41 N200,1,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391808,290020,NULL,KALMINEX 2000 PLUS ZP8/11K,0,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391809,290020,NULL,KALMINEX 2000 PLUS 80X100,0,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391810,290020,NULL,KALMINEX 2000 PLUS 130X150,13,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391811,290020,NULL,KALMINEX 2000 PLUS 150X150,10,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391812,290020,NULL,KALMINEX 41 N180,3,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391813,290021,NULL,Panel,1,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391814,290022,NULL,CASTING,3,7,NULL,480,Fixed,NULL,NULL,NULL,NULL,NULL
391815,290023,NULL,CASTING,12,7,NULL,343,Fixed,NULL,NULL,NULL,NULL,NULL
391816,290024,NULL,CASTING,38,7,NULL,2257,Fixed,NULL,NULL,NULL,NULL,NULL
391817,290024,NULL,WELDING ROAD BOX,1,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391818,290024,NULL,R .T. FILM,1,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391819,290025,NULL,CASTING,49,7,NULL,1995,Fixed,NULL,NULL,NULL,NULL,NULL
391820,290025,NULL,CASTING,2,116,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391821,290025,NULL,R .T. FILM,1,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391826,290027,NULL,CASTINGS,51,7,NULL,6330,Fixed,NULL,NULL,NULL,NULL,NULL
391828,290028,NULL,NULL,1,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391830,290030,NULL,NULL,4,14,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391831,290031,NULL,CAST IRON SCRAP,615,7,NULL,5980,Fixed,NULL,NULL,NULL,NULL,NULL
391833,290032,NULL,Casting,1,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391834,290033,NULL,Piston-25,3,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391835,290034,NULL,CASTING,43,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391836,290034,NULL,NULL,1,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391839,290037,NULL,Pattern,3,28,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391840,290038,NULL,53 Bfv-wuc,10,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391841,290039,NULL,Taper Bush,27,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391842,290040,NULL,Base Plate,2,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391843,290041,NULL,Casting,2,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391852,290049,NULL,"Wooden Split Pattern, Wooden Split Center Core Box, 2 Set Wooden Side Core Box, 2 Set Wooden Line Bore Core Box, 1 Set Wooden Lifting Core Box, 4 Nos Wooden Loos Piece",1,28,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391853,290049,NULL,"Wooden Split Pattern, Wooden Split Core Box",1,28,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391854,290050,NULL,TOP BOTTOM CASTINGS,6,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391855,290051,NULL,PUMPS,9,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391856,290052,NULL,CARBON CUP & TEMP TIPS,6,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391857,290053,NULL,CARBON CUP,4,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391859,290055,NULL,"TEMP TIPS, SAMPLER",50,4,NULL,NULL,Case,80,4000,NULL,NULL,NULL
391860,290056,NULL,SLEEVE,5,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391861,290057,NULL,ACMEDIP-755,0,11,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391862,290058,NULL,SLEEVE,0,72,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391863,290059,NULL,SLEEVE,27,72,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391864,290060,NULL,SLEEVE,40,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391865,290061,NULL,SLEEVE,10,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391866,290062,NULL,SLEEVE,29,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391867,290063,NULL,ENGINE,1,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391868,290064,NULL,Rejection Castings,92,7,NULL,950,Fixed,NULL,NULL,NULL,NULL,NULL
391869,290065,NULL,Rejection Castings,15,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391870,290066,NULL,Rejection Castings,51,7,NULL,650,Fixed,NULL,NULL,NULL,NULL,NULL
391871,290067,NULL,Rejection Castings,4,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391872,290068,NULL,Rejection Castings,10,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391873,290069,NULL,Rejection Castings,12,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391874,290070,NULL,FEEDEX HD VSK 40/35,40,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391875,290071,NULL,FEEDEX HD VSK 40/35,13,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391876,290071,NULL,FEEDEX HD VSK 134/34 MH,25,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391877,290072,NULL,KALMIN 81 N300,25,72,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391878,290072,NULL,KALMIN 81 N225,1,188,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391879,290072,NULL,KALMIN 100 90x150,17,72,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391880,290072,NULL,KALMINEX 108 ND3,7,72,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391881,290072,NULL,KALMIN 100 80x150,11,72,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391882,290072,NULL,KALMIN 100 120X150,16,72,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391883,290073,NULL,KALMIN 81 N400,21,72,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391884,290073,NULL,KALMIN 81 N500,20,72,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391885,290074,NULL,RHEOTEC TAD,7,11,NULL,210,Fixed,NULL,NULL,NULL,NULL,NULL
391886,290075,NULL,RHEOTEC CAC,40,11,NULL,1000,Fixed,NULL,NULL,NULL,NULL,NULL
391887,290076,NULL,SHAFT,18,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391888,290077,NULL,COREBOX,2,28,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391890,290079,NULL,SHAFT,1,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391891,290080,NULL,SHAFTS WITH SLEEVE,7,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391892,290081,NULL,NECK RING AND IMP,12,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391893,290082,NULL,S-SLV NUT LH,20,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391894,290083,NULL,SLV,8,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391902,290091,NULL,Casing,1,7,NULL,400,Fixed,NULL,NULL,NULL,NULL,NULL
391903,290092,NULL,CORE BOX OF CSG BOT,8,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391904,290092,NULL,CORE BOX OF CSG TOP,3,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391905,290092,NULL,AL CORE BOX FOR DIFFUSER,1,28,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391906,290093,NULL,CASTING RING,110,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391907,290094,NULL,WCB SR CAP 2500,15,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391908,290094,NULL,WOODEN PALLET,2,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391909,290094,NULL,Wooden Frams,2,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391910,290095,NULL,EXPORT CASTING,2,208,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391911,290096,NULL,THINNER,2,2607,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391913,290084,NULL,FORGINGS,5,7,NULL,5935,Fixed,NULL,NULL,NULL,NULL,NULL
391914,290085,NULL,SHAFTS,6,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391915,290086,NULL,Sleev,2,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391916,290087,NULL,Shaft,9,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391917,290088,NULL,Shaft,6,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391918,290089,NULL,Casing,2,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391919,290090,NULL,Imp,6,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391920,290098,NULL,CASTING,365,7,NULL,915,Fixed,NULL,NULL,NULL,NULL,NULL
391921,290098,NULL,NULL,1,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391922,290078,NULL,SHAFTS FITTING WITH SLEEV,12,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391923,290099,NULL,STAGE CASING,403,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391924,290100,NULL,Casting,100,7,NULL,621,Fixed,NULL,NULL,NULL,NULL,NULL
391925,290100,NULL,NULL,1,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391926,290029,NULL,BASE PLATE,2,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391927,290101,NULL,Casting,22,4,NULL,466,Fixed,NULL,NULL,NULL,NULL,NULL
391928,290102,NULL,COVER 1952,1068,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391929,290103,NULL,Alu Piston P-750,107,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391930,290103,NULL,Alu Housing H-100,109,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391931,290103,NULL,WOODEN PALLET,2,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391932,290103,NULL,Wooden Frams,4,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391933,290104,NULL,STAGE CASING,221,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391934,290105,NULL,CASTING,3,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391935,290106,NULL,DV TOP CASING CORE BOXES,1,28,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391936,290107,NULL,Castings,1,2609,NULL,1486,Fixed,NULL,NULL,NULL,NULL,NULL
391937,290108,NULL,Castings,3,7,NULL,1629,Fixed,NULL,NULL,NULL,NULL,NULL
391938,290109,NULL,ALUMINIUM PATTERN,1,28,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391939,290110,NULL,EMPTY WOODEN BOXES,100,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391940,290110,NULL,WOODEN PALLETS,50,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391941,290111,NULL,FORGINGS,300,7,NULL,2100,Fixed,NULL,NULL,NULL,NULL,NULL
391942,290112,NULL,"1 ALU SPLIT PATTERN M/ PLATE MOUNTED, 4 ALUM SPLIT CORE BOX",1,28,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391943,290113,NULL,"1 ALU SPLIT PATTERN M/ PLATE MOUNTED, 4 ALUM SPLIT CORE BOX",1,28,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391944,290114,NULL,HIGH CARBON FERRO CHROME,50,2,NULL,2500,Fixed,NULL,NULL,NULL,NULL,NULL
391945,290115,NULL,FERRO SILICON MAGNESIUM,2,2,NULL,900,Fixed,NULL,NULL,NULL,NULL,NULL
391946,290115,NULL,HIGH CARBON FERRO CHROME,10,2,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391947,290115,NULL,HIGH CARBON FERRO MANGANESE,6,2,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391948,290116,NULL,BASE COLUMN AND SLIDER,3,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391949,290117,NULL,HOLDER FOR TIP,1,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391950,290118,NULL,CARBON CUP & TEMP TIPS,31,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391951,290119,NULL,CARBON CUP & TEMP TIPS,3,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391952,290119,NULL,BATTERY CHARGER,1,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391953,290120,NULL,CARBON CUP & TEMP TIPS,8,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391954,290121,NULL,CARBON CUP & TEMP TIPS,13,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391955,290122,NULL,CARBON CUP,0,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391956,290123,NULL,CARBON CUP,0,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391957,290124,NULL,SUPER CUP STAND FITTED WITH CABLE,1,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391958,290124,NULL,COMPENSATING CABLE FOR CUP,0,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391959,290125,NULL,SLEEVE,10,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391960,290126,NULL,SLEEVE,40,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391961,290127,NULL,SLEEVE,30,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391962,290128,NULL,SLEEVE,20,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391963,290129,NULL,SLEEVE,34,72,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391964,290130,NULL,ALDEGAS 7,1,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391965,290130,NULL,AFCOTE-100,3,11,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391966,290131,NULL,Acmeklin MP-1415,16,11,NULL,920,Fixed,NULL,NULL,NULL,NULL,NULL
391967,290131,NULL,ACMEKLIN 100 IP,11,11,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391968,290132,NULL,Acmeklin MP-2500 IR,30,11,NULL,1100,Fixed,NULL,NULL,NULL,NULL,NULL
391969,290132,NULL,ACMEFLO 2580,5,11,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391970,290132,NULL,SLEEVE,4,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391971,290132,NULL,SLEEVE,10,72,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391972,290133,NULL,TOP BOTTOM CASTINGS,4,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391973,290134,NULL,BALL SCREW,2,317,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391974,290135,NULL,THERMOCOUPLE K TYPE,1,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391975,290097,NULL,SMART CUP HC,10,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391976,290136,NULL,Castings,5,7,NULL,6182,Fixed,NULL,NULL,NULL,NULL,NULL
391977,290137,NULL,SODIUM HYPOCHLORIDE,40,15,NULL,NULL,Case,100,4000,NULL,NULL,NULL
391978,290138,NULL,DRY RUN FLOAT SWITCH,12,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391979,290139,NULL,SLEEVE,7,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391980,290140,NULL,SHAFT AND BALL BEARING,1,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391981,290141,NULL,VERTICAL PUMP,4,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391982,290141,NULL,CAP SPARES,2,9,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391983,290141,NULL,CAP SPARES,2,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391984,290142,NULL,SLEEVE,9,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391985,290143,NULL,SLEEVE,58,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391986,290144,NULL,COVERAL GR 6512,25,2,NULL,500,Fixed,NULL,NULL,NULL,NULL,NULL
391987,290145,NULL,ISOMOL 380 FLO,143,25,NULL,5005,Fixed,NULL,NULL,NULL,NULL,NULL
391988,290146,NULL,INOCULIN 250 (T),80,2,NULL,2000,Fixed,NULL,NULL,NULL,NULL,NULL
391989,290147,NULL,RHEOTEC CAC (PLUS),10,11,NULL,250,Fixed,NULL,NULL,NULL,NULL,NULL
391990,290148,NULL,END CAP CASTING SR- 2500,25,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391991,290148,NULL,END CAP CASTING SR- 4000,8,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391992,290148,NULL,Woodan Pallets,3,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
391993,290149,NULL,CSG / BOT/ TOP,4,7,NULL,6320,Fixed,NULL,NULL,NULL,NULL,NULL
391994,290150,NULL,DIFF 256621030,2,7,NULL,3946,Fixed,NULL,NULL,NULL,NULL,NULL
391995,290151,NULL,Castings,8,7,NULL,4402,Fixed,NULL,NULL,NULL,NULL,NULL
391996,290152,NULL,Castings,1,7,NULL,1352,Fixed,NULL,NULL,NULL,NULL,NULL
391997,290153,NULL,Castings,14,7,NULL,6319,Fixed,NULL,NULL,NULL,NULL,NULL
391998,290154,NULL,Castings,60,7,NULL,7575,Fixed,NULL,NULL,NULL,NULL,NULL
391999,290148,NULL,Frame With Hinges,12,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392000,290155,NULL,SHAFT,7,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392001,290156,NULL,SHAFT,1,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392002,290157,NULL,SHAFT,9,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392003,290158,NULL,BER KEY,1,106,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392004,290159,NULL,"BRG HSG, GLAND SPLIT, BRG E/COV",30,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392005,290160,NULL,INT BRG SLEEVE,2,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392006,290161,NULL,STUD BOLT,9,2,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392007,290161,NULL,TIE BOLT,0,317,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392017,290171,NULL,Casting,0,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392018,290172,NULL,Wearing Ring,1,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392019,290173,NULL,Lubricating Ring,0,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392020,290174,NULL,NULL,0,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392021,290175,NULL,Casting,137,7,NULL,548,Fixed,NULL,NULL,NULL,NULL,NULL
392022,290176,NULL,Top Bottom,1,28,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392023,290176,NULL,Couping Guard / Ball Bearing,4,37,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392024,290176,NULL,NULL,4,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392025,290176,NULL,Impller,0,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392026,290177,NULL,Casting,0,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392027,290177,NULL,Coupling Gurad,7,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392028,290178,NULL,DISC IVGKB 200NB,25,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392029,290178,NULL,DISC IVGKB 150NB,19,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392030,290178,NULL,DISC IVGKB 150NB (1BOX),10,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392031,290178,NULL,DISC IVGKB 125NB  (1BOX),10,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392032,290178,NULL,DISC IVGKB 65NB (2BOX),0,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392033,290178,NULL,DISC IVGKB 100NB (2BOX),0,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392034,290178,NULL,"DISC IVGKB 40NB ,DISC IVGKB 50NB NOS 1 (3BOX)",125,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
